geo_level,geo_name,metric,metric_value,race_or_ethnicity,number_of_employees,number_of_employer_firms
state,Missouri,Firm Receipt Amount,"$1,000,000 or more",Hispanic,10668,322
state,North Dakota,Firm Receipt Amount,"$1,000,000 or more",Hispanic,437,42
state,New York,Firm Receipt Amount,"$1,000,000 or more",Hispanic,85864,5117
state,Kentucky,Firm Receipt Amount,"$1,000,000 or more",Hispanic,0,0
state,Mississippi,Firm Receipt Amount,"$1,000,000 or more",Hispanic,0,0
state,Delaware,Firm Receipt Amount,"$1,000,000 or more",Hispanic,4764,150
state,Oregon,Firm Receipt Amount,"$1,000,000 or more",Hispanic,0,0
state,West Virginia,Firm Receipt Amount,"$1,000,000 or more",Hispanic,2895,101
state,Illinois,Firm Receipt Amount,"$1,000,000 or more",Hispanic,56714,2922
state,Arizona,Firm Receipt Amount,"$1,000,000 or more",Hispanic,57078,2495
state,Massachusetts,Firm Receipt Amount,"$1,000,000 or more",Hispanic,21475,1116
state,Vermont,Firm Receipt Amount,"$1,000,000 or more",Hispanic,0,0
state,Washington,Firm Receipt Amount,"$1,000,000 or more",Hispanic,31661,1747
state,Minnesota,Firm Receipt Amount,"$1,000,000 or more",Hispanic,5583,338
state,North Carolina,Firm Receipt Amount,"$1,000,000 or more",Hispanic,24994,1714
state,Wyoming,Firm Receipt Amount,"$1,000,000 or more",Hispanic,1693,91
state,California,Firm Receipt Amount,"$10,000 to $24,999",Hispanic,694,1576
state,New Hampshire,Firm Receipt Amount,"$10,000 to $24,999",Hispanic,0,6
state,Indiana,Firm Receipt Amount,"$10,000 to $24,999",Hispanic,15,16
state,Tennessee,Firm Receipt Amount,"$10,000 to $24,999",Hispanic,0,0
state,Missouri,Firm Receipt Amount,"$10,000 to $24,999",Hispanic,0,0
state,Mississippi,Firm Receipt Amount,"$10,000 to $24,999",Hispanic,9,4
state,Arizona,Firm Receipt Amount,"$10,000 to $24,999",Hispanic,78,139
state,Montana,Firm Receipt Amount,"$10,000 to $24,999",Hispanic,0,4
state,Alabama,Firm Receipt Amount,"$10,000 to $24,999",Hispanic,1,6
state,Pennsylvania,Firm Receipt Amount,"$10,000 to $24,999",Hispanic,0,0
state,West Virginia,Firm Receipt Amount,"$10,000 to $24,999",Hispanic,0,0
state,Iowa,Firm Receipt Amount,"$10,000 to $24,999",Hispanic,0,0
state,Delaware,Firm Receipt Amount,"$10,000 to $24,999",Hispanic,5,9
state,Oklahoma,Firm Receipt Amount,"$10,000 to $24,999",Hispanic,5,25
state,Colorado,Firm Receipt Amount,"$10,000 to $24,999",Hispanic,0,0
state,Florida,Firm Receipt Amount,"$10,000 to $24,999",Hispanic,1978,2488
state,North Dakota,Firm Receipt Amount,"$10,000 to $24,999",Hispanic,0,0
state,Nebraska,Firm Receipt Amount,"$10,000 to $24,999",Hispanic,0,0
state,New York,Firm Receipt Amount,"$10,000 to $24,999",Hispanic,878,355
state,Texas,Firm Receipt Amount,"$10,000 to $24,999",Hispanic,835,1109
state,Vermont,Firm Receipt Amount,"$10,000 to $24,999",Hispanic,0,0
state,Idaho,Firm Receipt Amount,"$10,000 to $24,999",Hispanic,10,28
state,Nevada,Firm Receipt Amount,"$10,000 to $24,999",Hispanic,105,147
state,Maryland,Firm Receipt Amount,"$10,000 to $24,999",Hispanic,0,0
state,Hawaii,Firm Receipt Amount,"$10,000 to $24,999",Hispanic,0,5
state,Kansas,Firm Receipt Amount,"$10,000 to $24,999",Hispanic,0,0
state,Maine,Firm Receipt Amount,"$10,000 to $24,999",Hispanic,0,0
state,Washington,Firm Receipt Amount,"$10,000 to $24,999",Hispanic,51,141
state,Utah,Firm Receipt Amount,"$10,000 to $24,999",Hispanic,32,69
state,Alaska,Firm Receipt Amount,"$10,000 to $24,999",Hispanic,0,0
state,Ohio,Firm Receipt Amount,"$10,000 to $24,999",Hispanic,0,0
state,Wisconsin,Firm Receipt Amount,"$10,000 to $24,999",Hispanic,0,0
state,Rhode Island,Firm Receipt Amount,"$10,000 to $24,999",Hispanic,0,0
state,Massachusetts,Firm Receipt Amount,"$10,000 to $24,999",Hispanic,0,0
national,United States,Firm Receipt Amount,"$10,000 to $24,999",Hispanic,6917,8382
state,Kentucky,Firm Receipt Amount,"$10,000 to $24,999",Hispanic,2,7
state,Oregon,Firm Receipt Amount,"$10,000 to $24,999",Hispanic,0,0
state,South Carolina,Firm Receipt Amount,"$10,000 to $24,999",Hispanic,14,25
state,New Mexico,Firm Receipt Amount,"$10,000 to $24,999",Hispanic,0,0
state,Georgia,Firm Receipt Amount,"$10,000 to $24,999",Hispanic,71,192
state,District of Columbia,Firm Receipt Amount,"$10,000 to $24,999",Hispanic,0,0
state,Illinois,Firm Receipt Amount,"$10,000 to $24,999",Hispanic,174,426
state,Connecticut,Firm Receipt Amount,"$10,000 to $24,999",Hispanic,4,13
state,North Carolina,Firm Receipt Amount,"$10,000 to $24,999",Hispanic,28,123
state,Virginia,Firm Receipt Amount,"$10,000 to $24,999",Hispanic,17,38
state,South Dakota,Firm Receipt Amount,"$10,000 to $24,999",Hispanic,0,0
state,Arkansas,Firm Receipt Amount,"$10,000 to $24,999",Hispanic,2,5
state,Wyoming,Firm Receipt Amount,"$10,000 to $24,999",Hispanic,0,0
state,Minnesota,Firm Receipt Amount,"$10,000 to $24,999",Hispanic,0,0
state,New Jersey,Firm Receipt Amount,"$10,000 to $24,999",Hispanic,64,246
state,Michigan,Firm Receipt Amount,"$10,000 to $24,999",Hispanic,0,0
state,Louisiana,Firm Receipt Amount,"$10,000 to $24,999",Hispanic,3,11
state,Florida,Firm Receipt Amount,"$25,000 to $49,999",Hispanic,14976,4628
state,Virginia,Firm Receipt Amount,"$25,000 to $49,999",Hispanic,149,200
state,Minnesota,Firm Receipt Amount,"$25,000 to $49,999",Hispanic,14,21
state,Illinois,Firm Receipt Amount,"$25,000 to $49,999",Hispanic,164,488
state,Iowa,Firm Receipt Amount,"$25,000 to $49,999",Hispanic,0,0
state,Indiana,Firm Receipt Amount,"$25,000 to $49,999",Hispanic,81,112
state,Kentucky,Firm Receipt Amount,"$25,000 to $49,999",Hispanic,0,0
state,Utah,Firm Receipt Amount,"$25,000 to $49,999",Hispanic,228,210
state,Wisconsin,Firm Receipt Amount,"$25,000 to $49,999",Hispanic,0,0
state,Arizona,Firm Receipt Amount,"$25,000 to $49,999",Hispanic,275,378
state,North Carolina,Firm Receipt Amount,"$25,000 to $49,999",Hispanic,174,153
state,Oklahoma,Firm Receipt Amount,"$25,000 to $49,999",Hispanic,0,0
state,Rhode Island,Firm Receipt Amount,"$25,000 to $49,999",Hispanic,14,17
state,Louisiana,Firm Receipt Amount,"$25,000 to $49,999",Hispanic,0,0
state,North Dakota,Firm Receipt Amount,"$25,000 to $49,999",Hispanic,0,0
state,Maine,Firm Receipt Amount,"$25,000 to $49,999",Hispanic,0,0
state,California,Firm Receipt Amount,"$25,000 to $49,999",Hispanic,2172,2789
state,Alabama,Firm Receipt Amount,"$25,000 to $49,999",Hispanic,14,21
state,Georgia,Firm Receipt Amount,"$25,000 to $49,999",Hispanic,50,118
state,Tennessee,Firm Receipt Amount,"$25,000 to $49,999",Hispanic,0,0
state,New York,Firm Receipt Amount,"$25,000 to $49,999",Hispanic,1193,1244
state,Pennsylvania,Firm Receipt Amount,"$25,000 to $49,999",Hispanic,137,220
state,Idaho,Firm Receipt Amount,"$25,000 to $49,999",Hispanic,23,33
state,New Jersey,Firm Receipt Amount,"$25,000 to $49,999",Hispanic,284,455
national,United States,Firm Receipt Amount,"$25,000 to $49,999",Hispanic,25159,16100
state,Maryland,Firm Receipt Amount,"$25,000 to $49,999",Hispanic,0,0
state,Arkansas,Firm Receipt Amount,"$25,000 to $49,999",Hispanic,10,13
state,Oregon,Firm Receipt Amount,"$25,000 to $49,999",Hispanic,150,191
state,New Mexico,Firm Receipt Amount,"$25,000 to $49,999",Hispanic,0,0
state,Nebraska,Firm Receipt Amount,"$25,000 to $49,999",Hispanic,0,0
state,South Dakota,Firm Receipt Amount,"$25,000 to $49,999",Hispanic,4,5
state,Wyoming,Firm Receipt Amount,"$25,000 to $49,999",Hispanic,0,0
state,Vermont,Firm Receipt Amount,"$25,000 to $49,999",Hispanic,0,0
state,Alaska,Firm Receipt Amount,"$25,000 to $49,999",Hispanic,0,0
state,Texas,Firm Receipt Amount,"$25,000 to $49,999",Hispanic,2888,2374
state,Michigan,Firm Receipt Amount,"$25,000 to $49,999",Hispanic,0,0
state,Washington,Firm Receipt Amount,"$25,000 to $49,999",Hispanic,266,246
state,District of Columbia,Firm Receipt Amount,"$25,000 to $49,999",Hispanic,5,4
state,Missouri,Firm Receipt Amount,"$25,000 to $49,999",Hispanic,0,0
state,Connecticut,Firm Receipt Amount,"$25,000 to $49,999",Hispanic,0,0
state,Kansas,Firm Receipt Amount,"$25,000 to $49,999",Hispanic,0,0
state,Nevada,Firm Receipt Amount,"$25,000 to $49,999",Hispanic,137,167
state,Ohio,Firm Receipt Amount,"$25,000 to $49,999",Hispanic,0,0
state,Delaware,Firm Receipt Amount,"$25,000 to $49,999",Hispanic,0,0
state,Hawaii,Firm Receipt Amount,"$25,000 to $49,999",Hispanic,0,0
state,Montana,Firm Receipt Amount,"$25,000 to $49,999",Hispanic,0,0
state,Colorado,Firm Receipt Amount,"$25,000 to $49,999",Hispanic,369,401
state,New Hampshire,Firm Receipt Amount,"$25,000 to $49,999",Hispanic,0,0
state,South Carolina,Firm Receipt Amount,"$25,000 to $49,999",Hispanic,0,0
state,Massachusetts,Firm Receipt Amount,"$25,000 to $49,999",Hispanic,0,0
state,Mississippi,Firm Receipt Amount,"$25,000 to $49,999",Hispanic,2,11
state,New York,Firm Receipt Amount,"$50,000 to $99,999",Hispanic,2248,2516
state,Colorado,Firm Receipt Amount,"$50,000 to $99,999",Hispanic,604,713
state,Illinois,Firm Receipt Amount,"$50,000 to $99,999",Hispanic,1242,1521
state,Arizona,Firm Receipt Amount,"$50,000 to $99,999",Hispanic,576,582
state,Alaska,Firm Receipt Amount,"$50,000 to $99,999",Hispanic,0,0
state,Nebraska,Firm Receipt Amount,"$50,000 to $99,999",Hispanic,0,0
state,South Carolina,Firm Receipt Amount,"$50,000 to $99,999",Hispanic,227,160
state,Ohio,Firm Receipt Amount,"$50,000 to $99,999",Hispanic,219,177
state,Connecticut,Firm Receipt Amount,"$50,000 to $99,999",Hispanic,167,258
state,Missouri,Firm Receipt Amount,"$50,000 to $99,999",Hispanic,313,230
state,Minnesota,Firm Receipt Amount,"$50,000 to $99,999",Hispanic,0,0
state,Maryland,Firm Receipt Amount,"$50,000 to $99,999",Hispanic,396,300
state,Alabama,Firm Receipt Amount,"$50,000 to $99,999",Hispanic,24,24
state,Wisconsin,Firm Receipt Amount,"$50,000 to $99,999",Hispanic,436,190
state,Nevada,Firm Receipt Amount,"$50,000 to $99,999",Hispanic,379,293
state,Delaware,Firm Receipt Amount,"$50,000 to $99,999",Hispanic,113,99
state,Kansas,Firm Receipt Amount,"$50,000 to $99,999",Hispanic,182,199
state,Arkansas,Firm Receipt Amount,"$50,000 to $99,999",Hispanic,0,0
state,Pennsylvania,Firm Receipt Amount,"$50,000 to $99,999",Hispanic,205,281
state,Indiana,Firm Receipt Amount,"$50,000 to $99,999",Hispanic,261,224
state,Idaho,Firm Receipt Amount,"$50,000 to $99,999",Hispanic,102,113
state,South Dakota,Firm Receipt Amount,"$50,000 to $99,999",Hispanic,5,11
state,Tennessee,Firm Receipt Amount,"$50,000 to $99,999",Hispanic,0,0
state,Vermont,Firm Receipt Amount,"$50,000 to $99,999",Hispanic,0,0
state,Maine,Firm Receipt Amount,"$50,000 to $99,999",Hispanic,0,0
state,Oklahoma,Firm Receipt Amount,"$50,000 to $99,999",Hispanic,402,272
state,Georgia,Firm Receipt Amount,"$50,000 to $99,999",Hispanic,529,409
state,California,Firm Receipt Amount,"$50,000 to $99,999",Hispanic,7396,6445
state,Florida,Firm Receipt Amount,"$50,000 to $99,999",Hispanic,9660,9659
state,Utah,Firm Receipt Amount,"$50,000 to $99,999",Hispanic,708,426
state,Michigan,Firm Receipt Amount,"$50,000 to $99,999",Hispanic,0,0
state,Texas,Firm Receipt Amount,"$50,000 to $99,999",Hispanic,5514,4663
state,New Hampshire,Firm Receipt Amount,"$50,000 to $99,999",Hispanic,5,11
state,Iowa,Firm Receipt Amount,"$50,000 to $99,999",Hispanic,0,0
state,Wyoming,Firm Receipt Amount,"$50,000 to $99,999",Hispanic,63,60
state,Washington,Firm Receipt Amount,"$50,000 to $99,999",Hispanic,1017,759
state,Louisiana,Firm Receipt Amount,"$50,000 to $99,999",Hispanic,0,0
state,Oregon,Firm Receipt Amount,"$50,000 to $99,999",Hispanic,484,399
state,Montana,Firm Receipt Amount,"$50,000 to $99,999",Hispanic,0,0
state,Hawaii,Firm Receipt Amount,"$50,000 to $99,999",Hispanic,0,0
state,Massachusetts,Firm Receipt Amount,"$50,000 to $99,999",Hispanic,217,180
state,New Mexico,Firm Receipt Amount,"$50,000 to $99,999",Hispanic,680,664
state,Kentucky,Firm Receipt Amount,"$50,000 to $99,999",Hispanic,0,0
state,Rhode Island,Firm Receipt Amount,"$50,000 to $99,999",Hispanic,0,0
state,Mississippi,Firm Receipt Amount,"$50,000 to $99,999",Hispanic,0,0
state,West Virginia,Firm Receipt Amount,"$50,000 to $99,999",Hispanic,0,0
national,United States,Firm Receipt Amount,"$50,000 to $99,999",Hispanic,37728,35064
state,Virginia,Firm Receipt Amount,"$50,000 to $99,999",Hispanic,311,305
state,North Dakota,Firm Receipt Amount,"$50,000 to $99,999",Hispanic,0,0
state,New Jersey,Firm Receipt Amount,"$50,000 to $99,999",Hispanic,1174,1206
state,North Carolina,Firm Receipt Amount,"$50,000 to $99,999",Hispanic,423,342
state,District of Columbia,Firm Receipt Amount,"$50,000 to $99,999",Hispanic,0,12
state,Iowa,Firm Receipt Amount,"$100,000 to $249,999",Hispanic,0,0
state,Illinois,Firm Receipt Amount,"$100,000 to $249,999",Hispanic,6474,4397
state,Nevada,Firm Receipt Amount,"$100,000 to $249,999",Hispanic,1111,806
state,New Hampshire,Firm Receipt Amount,"$100,000 to $249,999",Hispanic,129,55
state,Wisconsin,Firm Receipt Amount,"$100,000 to $249,999",Hispanic,306,288
state,Alabama,Firm Receipt Amount,"$100,000 to $249,999",Hispanic,377,245
state,Mississippi,Firm Receipt Amount,"$100,000 to $249,999",Hispanic,0,0
state,California,Firm Receipt Amount,"$100,000 to $249,999",Hispanic,29258,18691
state,North Carolina,Firm Receipt Amount,"$100,000 to $249,999",Hispanic,1887,1226
state,North Dakota,Firm Receipt Amount,"$100,000 to $249,999",Hispanic,13,10
state,Indiana,Firm Receipt Amount,"$100,000 to $249,999",Hispanic,941,549
state,Hawaii,Firm Receipt Amount,"$100,000 to $249,999",Hispanic,216,111
state,Arkansas,Firm Receipt Amount,"$100,000 to $249,999",Hispanic,259,214
state,West Virginia,Firm Receipt Amount,"$100,000 to $249,999",Hispanic,0,0
state,Pennsylvania,Firm Receipt Amount,"$100,000 to $249,999",Hispanic,1022,791
state,Ohio,Firm Receipt Amount,"$100,000 to $249,999",Hispanic,535,388
state,Oregon,Firm Receipt Amount,"$100,000 to $249,999",Hispanic,2569,816
state,Florida,Firm Receipt Amount,"$100,000 to $249,999",Hispanic,28592,19792
state,Georgia,Firm Receipt Amount,"$100,000 to $249,999",Hispanic,2147,1381
state,Oklahoma,Firm Receipt Amount,"$100,000 to $249,999",Hispanic,1087,561
state,Tennessee,Firm Receipt Amount,"$100,000 to $249,999",Hispanic,702,182
state,Massachusetts,Firm Receipt Amount,"$100,000 to $249,999",Hispanic,1580,902
state,South Carolina,Firm Receipt Amount,"$100,000 to $249,999",Hispanic,692,528
state,Idaho,Firm Receipt Amount,"$100,000 to $249,999",Hispanic,814,424
state,Kansas,Firm Receipt Amount,"$100,000 to $249,999",Hispanic,740,276
state,Louisiana,Firm Receipt Amount,"$100,000 to $249,999",Hispanic,375,344
state,Maryland,Firm Receipt Amount,"$100,000 to $249,999",Hispanic,1288,1054
state,Wyoming,Firm Receipt Amount,"$100,000 to $249,999",Hispanic,0,0
state,Maine,Firm Receipt Amount,"$100,000 to $249,999",Hispanic,0,0
state,Texas,Firm Receipt Amount,"$100,000 to $249,999",Hispanic,22404,11616
state,Michigan,Firm Receipt Amount,"$100,000 to $249,999",Hispanic,626,438
state,New York,Firm Receipt Amount,"$100,000 to $249,999",Hispanic,9033,5756
state,New Jersey,Firm Receipt Amount,"$100,000 to $249,999",Hispanic,4348,2744
state,Colorado,Firm Receipt Amount,"$100,000 to $249,999",Hispanic,2736,1846
state,New Mexico,Firm Receipt Amount,"$100,000 to $249,999",Hispanic,1993,1071
state,Washington,Firm Receipt Amount,"$100,000 to $249,999",Hispanic,2559,1611
state,Utah,Firm Receipt Amount,"$100,000 to $249,999",Hispanic,1170,783
state,South Dakota,Firm Receipt Amount,"$100,000 to $249,999",Hispanic,0,0
state,Virginia,Firm Receipt Amount,"$100,000 to $249,999",Hispanic,2209,1504
state,Missouri,Firm Receipt Amount,"$100,000 to $249,999",Hispanic,607,255
state,District of Columbia,Firm Receipt Amount,"$100,000 to $249,999",Hispanic,105,85
state,Nebraska,Firm Receipt Amount,"$100,000 to $249,999",Hispanic,103,98
state,Arizona,Firm Receipt Amount,"$100,000 to $249,999",Hispanic,3519,1982
state,Alaska,Firm Receipt Amount,"$100,000 to $249,999",Hispanic,209,92
state,Montana,Firm Receipt Amount,"$100,000 to $249,999",Hispanic,0,0
national,United States,Firm Receipt Amount,"$100,000 to $249,999",Hispanic,137636,85664
state,Delaware,Firm Receipt Amount,"$100,000 to $249,999",Hispanic,0,0
state,Connecticut,Firm Receipt Amount,"$100,000 to $249,999",Hispanic,848,428
state,Kentucky,Firm Receipt Amount,"$100,000 to $249,999",Hispanic,294,181
state,Minnesota,Firm Receipt Amount,"$100,000 to $249,999",Hispanic,430,297
state,Vermont,Firm Receipt Amount,"$100,000 to $249,999",Hispanic,0,0
state,Rhode Island,Firm Receipt Amount,"$100,000 to $249,999",Hispanic,177,111
state,South Dakota,Firm Receipt Amount,"$250,000 to $499,999",Hispanic,0,0
state,Alabama,Firm Receipt Amount,"$250,000 to $499,999",Hispanic,0,0
state,Nebraska,Firm Receipt Amount,"$250,000 to $499,999",Hispanic,641,263
state,Arkansas,Firm Receipt Amount,"$250,000 to $499,999",Hispanic,0,0
state,Ohio,Firm Receipt Amount,"$250,000 to $499,999",Hispanic,2278,565
national,United States,Firm Receipt Amount,"$250,000 to $499,999",Hispanic,258627,85334
state,Rhode Island,Firm Receipt Amount,"$250,000 to $499,999",Hispanic,383,114
state,New York,Firm Receipt Amount,"$250,000 to $499,999",Hispanic,12542,5061
state,Kentucky,Firm Receipt Amount,"$250,000 to $499,999",Hispanic,1242,270
state,Vermont,Firm Receipt Amount,"$250,000 to $499,999",Hispanic,0,0
state,Arizona,Firm Receipt Amount,"$250,000 to $499,999",Hispanic,4958,1850
state,Louisiana,Firm Receipt Amount,"$250,000 to $499,999",Hispanic,3123,533
state,New Mexico,Firm Receipt Amount,"$250,000 to $499,999",Hispanic,4670,1190
state,Montana,Firm Receipt Amount,"$250,000 to $499,999",Hispanic,0,0
state,Maryland,Firm Receipt Amount,"$250,000 to $499,999",Hispanic,2374,989
state,Tennessee,Firm Receipt Amount,"$250,000 to $499,999",Hispanic,936,265
state,Kansas,Firm Receipt Amount,"$250,000 to $499,999",Hispanic,0,0
state,Wisconsin,Firm Receipt Amount,"$250,000 to $499,999",Hispanic,2153,425
state,Texas,Firm Receipt Amount,"$250,000 to $499,999",Hispanic,50983,13654
state,New Jersey,Firm Receipt Amount,"$250,000 to $499,999",Hispanic,7568,3023
state,Idaho,Firm Receipt Amount,"$250,000 to $499,999",Hispanic,1609,438
state,Mississippi,Firm Receipt Amount,"$250,000 to $499,999",Hispanic,0,0
state,North Dakota,Firm Receipt Amount,"$250,000 to $499,999",Hispanic,90,28
state,Iowa,Firm Receipt Amount,"$250,000 to $499,999",Hispanic,550,132
state,North Carolina,Firm Receipt Amount,"$250,000 to $499,999",Hispanic,4801,1641
state,Delaware,Firm Receipt Amount,"$250,000 to $499,999",Hispanic,615,127
state,Illinois,Firm Receipt Amount,"$250,000 to $499,999",Hispanic,9304,3602
state,Connecticut,Firm Receipt Amount,"$250,000 to $499,999",Hispanic,1798,611
state,Pennsylvania,Firm Receipt Amount,"$250,000 to $499,999",Hispanic,2684,922
state,Maine,Firm Receipt Amount,"$250,000 to $499,999",Hispanic,0,0
state,Utah,Firm Receipt Amount,"$250,000 to $499,999",Hispanic,2596,688
state,Oklahoma,Firm Receipt Amount,"$250,000 to $499,999",Hispanic,1489,519
state,Washington,Firm Receipt Amount,"$250,000 to $499,999",Hispanic,6314,2147
state,Florida,Firm Receipt Amount,"$250,000 to $499,999",Hispanic,41565,15966
state,South Carolina,Firm Receipt Amount,"$250,000 to $499,999",Hispanic,1353,421
state,Michigan,Firm Receipt Amount,"$250,000 to $499,999",Hispanic,1284,480
state,Oregon,Firm Receipt Amount,"$250,000 to $499,999",Hispanic,5256,1148
state,Minnesota,Firm Receipt Amount,"$250,000 to $499,999",Hispanic,674,229
state,Hawaii,Firm Receipt Amount,"$250,000 to $499,999",Hispanic,0,0
state,Massachusetts,Firm Receipt Amount,"$250,000 to $499,999",Hispanic,2146,696
state,District of Columbia,Firm Receipt Amount,"$250,000 to $499,999",Hispanic,457,166
state,Indiana,Firm Receipt Amount,"$250,000 to $499,999",Hispanic,2112,611
state,California,Firm Receipt Amount,"$250,000 to $499,999",Hispanic,54466,18944
state,Virginia,Firm Receipt Amount,"$250,000 to $499,999",Hispanic,4020,1535
state,New Hampshire,Firm Receipt Amount,"$250,000 to $499,999",Hispanic,206,64
state,West Virginia,Firm Receipt Amount,"$250,000 to $499,999",Hispanic,0,0
state,Alaska,Firm Receipt Amount,"$250,000 to $499,999",Hispanic,784,169
state,Georgia,Firm Receipt Amount,"$250,000 to $499,999",Hispanic,3432,1329
state,Colorado,Firm Receipt Amount,"$250,000 to $499,999",Hispanic,5326,1901
state,Missouri,Firm Receipt Amount,"$250,000 to $499,999",Hispanic,1259,273
state,Wyoming,Firm Receipt Amount,"$250,000 to $499,999",Hispanic,384,110
state,Nevada,Firm Receipt Amount,"$250,000 to $499,999",Hispanic,3307,1018
state,Nebraska,Firm Receipt Amount,"$500,000 to $999,999",Hispanic,2096,433
state,Rhode Island,Firm Receipt Amount,"$500,000 to $999,999",Hispanic,688,111
state,District of Columbia,Firm Receipt Amount,"$500,000 to $999,999",Hispanic,0,0
state,Utah,Firm Receipt Amount,"$500,000 to $999,999",Hispanic,2974,478
state,Missouri,Firm Receipt Amount,"$500,000 to $999,999",Hispanic,933,215
state,New Mexico,Firm Receipt Amount,"$500,000 to $999,999",Hispanic,5540,858
state,Connecticut,Firm Receipt Amount,"$500,000 to $999,999",Hispanic,2457,558
state,New Jersey,Firm Receipt Amount,"$500,000 to $999,999",Hispanic,8489,1887
state,Maryland,Firm Receipt Amount,"$500,000 to $999,999",Hispanic,3938,809
state,New Hampshire,Firm Receipt Amount,"$500,000 to $999,999",Hispanic,0,0
state,Delaware,Firm Receipt Amount,"$500,000 to $999,999",Hispanic,0,0
state,Mississippi,Firm Receipt Amount,"$500,000 to $999,999",Hispanic,1489,143
state,Arizona,Firm Receipt Amount,"$500,000 to $999,999",Hispanic,8861,1854
state,New York,Firm Receipt Amount,"$500,000 to $999,999",Hispanic,17677,4023
state,North Carolina,Firm Receipt Amount,"$500,000 to $999,999",Hispanic,4760,973
state,Kansas,Firm Receipt Amount,"$500,000 to $999,999",Hispanic,1878,309
state,Alaska,Firm Receipt Amount,"$500,000 to $999,999",Hispanic,0,0
state,Oklahoma,Firm Receipt Amount,"$500,000 to $999,999",Hispanic,2589,470
state,West Virginia,Firm Receipt Amount,"$500,000 to $999,999",Hispanic,374,52
state,Tennessee,Firm Receipt Amount,"$500,000 to $999,999",Hispanic,1742,358
state,Montana,Firm Receipt Amount,"$500,000 to $999,999",Hispanic,0,0
state,Hawaii,Firm Receipt Amount,"$500,000 to $999,999",Hispanic,0,0
national,United States,Firm Receipt Amount,"$500,000 to $999,999",Hispanic,354540,69610
state,Iowa,Firm Receipt Amount,"$500,000 to $999,999",Hispanic,912,143
state,Ohio,Firm Receipt Amount,"$500,000 to $999,999",Hispanic,2598,325
state,Virginia,Firm Receipt Amount,"$500,000 to $999,999",Hispanic,7139,1297
state,Idaho,Firm Receipt Amount,"$500,000 to $999,999",Hispanic,1346,308
state,Arkansas,Firm Receipt Amount,"$500,000 to $999,999",Hispanic,4241,355
state,Illinois,Firm Receipt Amount,"$500,000 to $999,999",Hispanic,12284,2473
state,California,Firm Receipt Amount,"$500,000 to $999,999",Hispanic,79218,16408
state,Massachusetts,Firm Receipt Amount,"$500,000 to $999,999",Hispanic,3600,695
state,Vermont,Firm Receipt Amount,"$500,000 to $999,999",Hispanic,0,0
state,Louisiana,Firm Receipt Amount,"$500,000 to $999,999",Hispanic,1954,367
state,Colorado,Firm Receipt Amount,"$500,000 to $999,999",Hispanic,6814,1213
state,Wisconsin,Firm Receipt Amount,"$500,000 to $999,999",Hispanic,1362,163
state,Michigan,Firm Receipt Amount,"$500,000 to $999,999",Hispanic,2145,426
state,Wyoming,Firm Receipt Amount,"$500,000 to $999,999",Hispanic,799,112
state,Indiana,Firm Receipt Amount,"$500,000 to $999,999",Hispanic,2486,433
state,North Dakota,Firm Receipt Amount,"$500,000 to $999,999",Hispanic,0,0
state,Alabama,Firm Receipt Amount,"$500,000 to $999,999",Hispanic,2135,410
state,Kentucky,Firm Receipt Amount,"$500,000 to $999,999",Hispanic,0,0
state,Texas,Firm Receipt Amount,"$500,000 to $999,999",Hispanic,64416,10615
state,Pennsylvania,Firm Receipt Amount,"$500,000 to $999,999",Hispanic,2710,677
state,Minnesota,Firm Receipt Amount,"$500,000 to $999,999",Hispanic,2719,296
state,Georgia,Firm Receipt Amount,"$500,000 to $999,999",Hispanic,6499,1269
state,South Carolina,Firm Receipt Amount,"$500,000 to $999,999",Hispanic,3441,524
state,South Dakota,Firm Receipt Amount,"$500,000 to $999,999",Hispanic,0,0
state,Washington,Firm Receipt Amount,"$500,000 to $999,999",Hispanic,5211,1265
state,Maine,Firm Receipt Amount,"$500,000 to $999,999",Hispanic,0,0
state,Nevada,Firm Receipt Amount,"$500,000 to $999,999",Hispanic,5950,790
state,Florida,Firm Receipt Amount,"$500,000 to $999,999",Hispanic,57980,13742
state,Oregon,Firm Receipt Amount,"$500,000 to $999,999",Hispanic,5836,1026
state,Oklahoma,Firm Size,Firms with no employees,Hispanic,0,333
state,Massachusetts,Firm Size,Firms with no employees,Hispanic,0,359
state,Georgia,Firm Size,Firms with no employees,Hispanic,0,996
state,Virginia,Firm Size,Firms with no employees,Hispanic,0,896
state,Delaware,Firm Size,Firms with no employees,Hispanic,0,101
state,Kentucky,Firm Size,Firms with no employees,Hispanic,0,128
state,Iowa,Firm Size,Firms with no employees,Hispanic,0,0
state,District of Columbia,Firm Size,Firms with no employees,Hispanic,0,0
state,New York,Firm Size,Firms with no employees,Hispanic,0,4297
state,Minnesota,Firm Size,Firms with no employees,Hispanic,0,232
state,Texas,Firm Size,Firms with no employees,Hispanic,0,7602
state,Nebraska,Firm Size,Firms with no employees,Hispanic,0,0
state,Tennessee,Firm Size,Firms with no employees,Hispanic,0,0
state,New Hampshire,Firm Size,Firms with no employees,Hispanic,0,43
state,Florida,Firm Size,Firms with no employees,Hispanic,0,0
state,Alaska,Firm Size,Firms with no employees,Hispanic,0,0
state,Vermont,Firm Size,Firms with no employees,Hispanic,0,9
state,Maine,Firm Size,Firms with no employees,Hispanic,0,17
